locationId,dateTime,indicatorId,value
3773,2014-12-16T11:50:00,gamma,160
3774,2014-12-31T07:13:00,gamma,670
3773,2014-12-21T01:27:00,gamma,165
3773,2014-12-27T04:50:00,gamma,160
3773,2014-12-19T22:27:00,gamma,160
3773,2014-12-16T20:28:00,gamma,160
3773,2014-12-22T03:09:00,gamma,165
3773,2014-12-28T08:12:00,gamma,160
3773,2014-12-20T07:34:00,gamma,160
3773,2014-12-17T05:32:00,gamma,160
3773,2014-12-27T06:52:00,gamma,165
3773,2014-12-28T17:21:00,gamma,160
3773,2014-12-21T01:55:00,gamma,160
3773,2014-12-29T18:41:00,gamma,165
3773,2014-12-28T20:22:00,gamma,160
3773,2014-12-21T19:02:00,gamma,160
3773,2014-12-30T06:50:00,gamma,166
3773,2014-12-31T18:22:00,gamma,160
3773,2014-12-22T01:08:00,gamma,160
3773,2014-12-19T06:12:00,gamma,166
3773,2014-12-11T03:52:48,gamma,161
3774,2014-12-29T21:44:00,gamma,671
3773,2014-12-20T09:35:00,gamma,166
3773,2014-12-11T06:30:12,gamma,161
3773,2014-12-26T20:44:00,gamma,168
3773,2014-12-27T17:02:00,gamma,166
3773,2014-12-20T12:37:00,gamma,161
3773,2014-12-12T06:00:12,gamma,161
3773,2014-12-29T19:42:00,gamma,166
3773,2014-12-20T21:46:00,gamma,161
3773,2014-12-12T11:00:12,gamma,161
3773,2014-12-22T21:59:00,gamma,161
3773,2014-12-13T08:46:00,gamma,161
3774,2014-12-29T06:32:00,gamma,676
3773,2014-12-11T22:00:13,gamma,167
3773,2014-12-28T19:22:00,gamma,161
3773,2014-12-23T04:30:00,gamma,161
3773,2014-12-13T15:53:00,gamma,161
3773,2014-12-12T03:30:12,gamma,168
3773,2014-12-14T10:07:00,gamma,167
3773,2014-12-30T09:53:00,gamma,161
3773,2014-12-23T10:36:00,gamma,161
3773,2014-12-15T03:21:00,gamma,161
3774,2014-12-27T10:55:00,gamma,671
3773,2014-12-17T17:42:00,gamma,168
3773,2014-12-15T08:26:00,gamma,167
3773,2014-12-31T11:16:00,gamma,161
3773,2014-12-25T13:00:00,gamma,161
3773,2014-12-16T08:45:00,gamma,161
3774,2014-12-27T09:55:00,gamma,682
3773,2014-12-19T04:11:00,gamma,168
3773,2014-12-17T19:51:00,gamma,167
3773,2014-12-31T17:22:00,gamma,161
3773,2014-12-25T17:00:00,gamma,161
3773,2014-12-18T01:49:00,gamma,161
3774,2014-12-29T01:00:00,gamma,682
3773,2014-12-27T12:57:00,gamma,167
